min;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParents;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCommentsMean;ideaParentVotesMean;ideaSameOwnerParents;childrens
11;196;68;579;2;2;0;13;0;2;0;0.175148925148924;0.824851074851075;11;9;10;7;34;2;1;1;1;0;0;0;0.5;0;0;0
11;214;18;615;2;2;0;6;2;0;0.212037037037037;0;0.787962962962963;5;11;11;53;0;2;0;0;0;0;0;0;0;0;0;0
11;222;35;634;4;4;0;3;0;1;0;0.361111111111111;0.638888888888888;1;2;2;23;0;2;1;1;1;0;0;0;0.5;0;0;0
12;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;15;0;0;0;-1;0;0;-1;0;0;0;0;15
12;34;2;186;1;1;0;1;1;0;1;0;0;0;0;0;19;0;2;1;1;1;1;1;1;0.5;0.5;0;6
12;36;2;198;1;1;0;5;0;1;0;0.2;0.8;4;0;3;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
12;37;2;209;1;1;0;0;0;0;0;0;0;0;0;0;23;0;2;1;1;1;1;1;1;0.5;0.5;0;1
12;38;2;217;1;1;0;0;0;0;0;0;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;1
12;39;13;220;1;1;0;0;0;0;0;0;0;0;0;0;6;13;2;1;1;1;1;1;1;0.5;0.5;0;0
12;40;19;221;1;1;0;7;0;0;0;0;1;7;10;11;29;0;2;1;1;1;1;1;1;0.5;0.5;0;0
12;41;7;221;1;1;0;1;0;1;0;1;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;0
12;42;20;222;1;1;0;7;1;3;0.142857142857142;0.428571428571428;0.428571428571428;3;1;2;22;0;2;1;1;1;1;1;1;0.5;0.5;0;0
12;43;14;224;2;2;0;24;2;1;0.0842995169082125;0.0305555555555555;0.885144927536232;20;32;40;44;0;2;1;0;1;0;0;0;0.5;0;0;1
12;45;21;234;2;2;0;20;1;0;0.0520272904483431;0;0.947972709551656;19;20;25;6;21;2;1;0;1;0;0;0;0.5;0;0;1
12;49;3;240;2;2;0;28;0;0;0;0;1;28;69;70;10;51;2;1;0;1;0;0;0;0.5;0;0;1
12;57;18;253;1;1;0;3;0;0;0;0;1;3;3;6;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
12;58;7;254;1;1;0;15;2;0;0.133333333333333;0;0.866666666666666;13;16;17;26;0;2;1;1;1;1;1;1;0.5;0.5;0;0
12;63;9;263;2;2;0;9;1;3;0.111111111111111;0.333333333333333;0.555555555555555;5;0;5;7;74;2;0;0;0;0;0;0;0;0;0;0
12;82;29;294;1;1;0;1;0;0;0;0;1;1;1;1;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
12;85;10;300;3;3;0;4;0;1;0;0.25;0.75;3;0;2;33;0;2;20;6;20;19;6;19;10;9.5;0;1
12;91;27;318;3;3;0;4;0;0;0;0;1;1;6;6;14;0;2;28;8;28;28;8;28;14;14;0;1
12;94;16;321;2;2;0;4;1;0;0.0666666666666667;0;0.933333333333333;3;6;6;19;0;2;1;0;1;0;0;0;0.5;0;0;0
12;104;68;340;2;2;0;6;1;0;0.166666666666666;0;0.833333333333333;4;6;6;7;21;2;1;0;1;0;0;0;0.5;0;0;0
12;132;19;403;1;1;0;4;0;0;0;0;1;4;4;6;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
12;134;35;407;4;4;0;9;0;1;0;0.111111111111111;0.888888888888888;6;2;3;31;0;2;4;4;4;1;1;1;2;0.5;0;0
12;144;68;419;4;4;0;1;0;1;0;1;0;0;0;0;7;41;2;4;1;4;3;1;3;2;1.5;0;0
12;184;13;532;1;1;0;5;1;0;0.2;0;0.8;5;10;10;7;59;2;1;1;1;1;1;1;0.5;0.5;0;0
12;189;28;546;3;3;0;1;0;0;0;0;1;0;0;0;15;10;2;24;21;24;20;18;20;12;10;0;2
12;195;14;577;4;4;0;16;1;0;0.0752211677211677;0;0.924778832278832;14;21;21;39;0;2;1;0;1;0;0;0;0.5;0;0;0
12;196;68;579;2;2;0;13;0;2;0;0.153846153846153;0.846153846153846;11;9;10;7;34;2;1;1;1;0;0;0;0.5;0;0;0
12;214;18;615;2;2;0;7;2;0;0.311111111111111;0;0.688888888888888;6;16;16;53;0;2;0;0;0;0;0;0;0;0;0;0
12;222;35;634;4;4;0;3;0;1;0;0.333333333333333;0.666666666666666;1;2;2;23;0;2;1;1;1;0;0;0;0.5;0;0;1
12;260;35;731;1;5;0;1;0;0;0;0;0.5;1;1;1;21;0;4;4;1;3;2;1;1;1;0.5;1;0
12;270;19;772;1;1;0;0;0;0;0;0;0;0;0;0;39;0;2;1;1;1;1;1;1;0.5;0.5;0;0
13;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;15;0;0;0;-1;0;0;-1;0;0;0;0;16
13;34;2;186;1;1;0;1;1;0;1;0;0;0;0;0;19;0;2;1;1;1;1;1;1;0.5;0.5;0;7
13;36;2;198;1;1;0;5;0;1;0;0.2;0.8;4;0;3;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
13;37;2;209;1;1;0;0;0;0;0;0;0;0;0;0;23;0;2;1;1;1;1;1;1;0.5;0.5;0;1
13;38;2;217;1;1;0;0;0;0;0;0;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;1
13;39;13;220;1;1;0;0;0;0;0;0;0;0;0;0;6;13;2;1;1;1;1;1;1;0.5;0.5;0;0
13;40;19;221;1;1;0;8;0;0;0;0;1;8;10;11;29;0;2;1;1;1;1;1;1;0.5;0.5;0;0
13;41;7;221;1;1;0;1;0;1;0;1;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;0
13;42;20;222;1;1;0;7;1;3;0.142857142857142;0.428571428571428;0.428571428571428;3;1;2;22;0;2;1;1;1;1;1;1;0.5;0.5;0;0
13;43;14;224;2;2;0;25;2;1;0.0812;0.0406;0.8782;21;32;40;44;0;2;1;0;1;0;0;0;0.5;0;0;1
13;45;21;234;2;2;0;21;1;0;0.0495238095238095;0;0.95047619047619;20;19;25;6;21;2;1;0;1;0;0;0;0.5;0;0;1
13;49;3;240;2;2;0;31;0;0;0;0;1;31;69;70;10;51;2;1;0;1;0;0;0;0.5;0;0;2
13;57;18;253;1;1;0;3;0;0;0;0;1;3;1;6;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
13;58;7;254;1;1;0;15;2;0;0.133333333333333;0;0.866666666666666;13;16;17;26;0;2;1;1;1;1;1;1;0.5;0.5;0;0
13;63;9;263;2;2;0;10;1;4;0.1;0.4;0.5;5;0;5;7;74;2;0;0;0;0;0;0;0;0;0;0
13;82;29;294;1;1;0;1;0;0;0;0;1;1;1;1;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
13;85;10;300;3;3;0;4;0;1;0;0.25;0.75;3;0;2;33;0;2;21;6;21;20;6;20;10.5;10;0;1
13;91;27;318;3;3;0;4;0;0;0;0;1;1;6;6;14;0;2;31;8;31;31;8;31;15.5;15.5;0;1
13;94;16;321;2;2;0;7;1;0;0.170571428571428;0;0.829428571428572;6;8;8;19;0;2;1;0;1;0;0;0;0.5;0;0;0
13;104;68;340;2;2;0;6;1;0;0.166666666666666;0;0.833333333333333;4;6;6;7;21;2;1;0;1;0;0;0;0.5;0;0;0
13;132;19;403;1;1;0;4;0;0;0;0;1;4;4;6;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
13;134;35;407;4;4;0;9;0;1;0;0.111111111111111;0.888888888888888;6;2;3;31;0;2;4;4;4;1;1;1;2;0.5;0;0
13;144;68;419;4;4;0;1;0;1;0;1;0;0;0;0;7;41;2;4;1;4;3;1;3;2;1.5;0;0
13;184;13;532;1;1;0;6;1;1;0.186666666666666;0.0666666666666664;0.746666666666667;5;10;10;7;59;2;1;1;1;1;1;1;0.5;0.5;0;0
13;189;28;546;3;3;0;1;0;0;0;0;1;0;0;0;15;10;2;25;21;25;21;18;21;12.5;10.5;0;2
13;195;14;577;4;4;0;18;1;0;0.0583006535947712;0;0.941699346405228;16;24;24;39;0;2;1;0;1;0;0;0;0.5;0;0;0
13;196;68;579;2;2;0;16;1;2;0.0212142857142857;0.147043956043955;0.831741758241758;14;16;16;7;34;2;1;1;1;0;0;0;0.5;0;0;0
13;214;18;615;2;2;0;8;2;0;0.258571428571428;0;0.741428571428571;7;16;16;53;0;2;0;0;0;0;0;0;0;0;0;0
13;222;35;634;4;4;0;4;0;1;0;0.263333333333333;0.736666666666667;2;2;2;23;0;2;1;1;1;0;0;0;0.5;0;0;1
13;260;35;731;1;5;0;1;0;0;0;0;1;1;1;1;21;0;4;5;1;4;3;1;2;1.25;0.75;1;1
13;270;19;772;1;1;0;2;0;0;0;0;0.92;2;5;5;39;0;2;1;1;1;1;1;1;0.5;0.5;0;1
13;275;35;795;1;6;0;2;0;0;0;0;0.5;2;4;4;38;0;6;3;1;1;2;0;1;0.5;0.333333333333333;1;0
13;284;13;812;3;3;0;0;0;0;0;0;0;0;0;0;33;0;2;31;29;31;31;29;31;15.5;15.5;0;0
13;296;29;836;2;2;0;0;0;0;0;0;0;0;0;0;7;0;2;2;2;2;2;2;2;1;1;0;0
14;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;15;0;0;0;-1;0;0;-1;0;0;0;0;17
14;34;2;186;1;1;0;1;1;0;1;0;0;0;0;0;19;0;2;1;1;1;1;1;1;0.5;0.5;0;7
14;36;2;198;1;1;0;5;0;1;0;0.2;0.8;4;0;3;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
14;37;2;209;1;1;0;0;0;0;0;0;0;0;0;0;23;0;2;1;1;1;1;1;1;0.5;0.5;0;1
14;38;2;217;1;1;0;0;0;0;0;0;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;1
14;39;13;220;1;1;0;0;0;0;0;0;0;0;0;0;6;13;2;1;1;1;1;1;1;0.5;0.5;0;0
14;40;19;221;1;1;0;8;0;0;0;0;1;8;8;11;29;0;2;1;1;1;1;1;1;0.5;0.5;0;0
14;41;7;221;1;1;0;1;0;1;0;1;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;0
14;42;20;222;1;1;0;8;1;3;0.130952380952381;0.392857142857143;0.476190476190476;4;2;2;22;0;2;1;1;1;1;1;1;0.5;0.5;0;0
14;43;14;224;2;2;0;26;2;1;0.0776923076923077;0.0388461538461538;0.883461538461538;22;29;40;44;0;2;1;0;1;0;0;0;0.5;0;0;1
14;45;21;234;2;2;0;21;1;0;0.0476190476190476;0;0.952380952380952;20;13;25;6;21;2;1;0;1;0;0;0;0.5;0;0;1
14;49;3;240;2;2;0;31;0;0;0;0;1;31;65;70;10;51;2;1;0;1;0;0;0;0.5;0;0;2
14;57;18;253;1;1;0;3;0;0;0;0;1;3;1;6;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
14;58;7;254;1;1;0;15;2;0;0.133333333333333;0;0.866666666666666;13;16;17;26;0;2;1;1;1;1;1;1;0.5;0.5;0;0
14;63;9;263;2;2;0;10;1;4;0.1;0.4;0.5;5;0;5;7;74;2;0;0;0;0;0;0;0;0;0;0
14;82;29;294;1;1;0;1;0;0;0;0;1;1;1;1;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
14;85;10;300;3;3;0;4;0;1;0;0.25;0.75;3;0;2;33;0;2;21;6;21;20;6;20;10.5;10;0;1
14;91;27;318;3;3;0;4;0;0;0;0;1;1;6;6;14;0;2;31;8;31;31;8;31;15.5;15.5;0;1
14;94;16;321;2;2;0;7;1;0;0.142857142857142;0;0.857142857142857;6;6;8;19;0;2;1;0;1;0;0;0;0.5;0;0;0
14;104;68;340;2;2;0;6;1;0;0.166666666666666;0;0.833333333333333;4;6;6;7;21;2;1;0;1;0;0;0;0.5;0;0;0
14;132;19;403;1;1;0;4;0;0;0;0;1;4;4;6;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
14;134;35;407;4;4;0;9;0;1;0;0.111111111111111;0.888888888888888;6;2;3;31;0;2;4;4;4;1;1;1;2;0.5;0;0
14;144;68;419;4;4;0;1;0;1;0;1;0;0;0;0;7;41;2;4;1;4;3;1;3;2;1.5;0;0
14;184;13;532;1;1;0;6;1;1;0.166666666666666;0.166666666666666;0.666666666666666;5;10;10;7;59;2;1;1;1;1;1;1;0.5;0.5;0;0
14;189;28;546;3;3;0;1;0;0;0;0;1;0;0;0;15;10;2;26;21;26;22;18;22;13;11;0;2
14;195;14;577;4;4;0;20;1;0;0.0525341130604288;0;0.947465886939571;16;24;24;39;0;2;1;0;1;0;0;0;0.5;0;0;0
14;196;68;579;2;2;0;16;1;2;0.0625;0.125;0.8125;14;14;16;7;34;2;1;1;1;0;0;0;0.5;0;0;0
14;214;18;615;2;2;0;8;2;0;0.25;0;0.75;7;15;16;53;0;2;0;0;0;0;0;0;0;0;0;0
14;222;35;634;4;4;0;4;0;1;0;0.25;0.75;2;1;2;23;0;2;1;1;1;0;0;0;0.5;0;0;1
14;260;35;731;1;5;0;1;0;0;0;0;1;1;1;1;21;0;4;5;1;4;3;1;2;1.25;0.75;1;1
14;270;19;772;1;1;0;6;0;3;0;0.461111111111111;0.538888888888889;3;5;5;39;0;2;1;1;1;1;1;1;0.5;0.5;0;1
14;275;35;795;1;6;0;5;2;0;0.108333333333333;0;0.891666666666667;3;5;5;38;0;6;3;1;1;2;0;1;0.5;0.333333333333333;1;0
14;284;13;812;3;3;0;0;0;0;0;0;0;0;0;0;33;0;2;31;29;31;31;29;31;15.5;15.5;0;0
14;296;29;836;2;2;0;0;0;0;0;0;0;0;0;0;7;0;2;6;2;6;3;2;3;3;1.5;0;0
14;310;19;898;1;1;0;0;0;0;0;0;0;0;0;0;65;0;2;1;1;1;1;1;1;0.5;0.5;0;0
15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;15;0;0;0;-1;0;0;-1;0;0;0;0;17
15;28;0;10;1;0;17;15;4;0;0;2;0;0;89;-4.26666666666666;3.99276377217553;42;16;0;0;0;0;0;0;0;0;0;0
15;34;2;186;1;1;0;1;1;0;1;0;0;0;0;0;19;0;2;1;1;1;1;1;1;0.5;0.5;0;7
15;36;2;198;1;1;0;5;0;1;0;0.2;0.8;4;0;3;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
15;37;2;209;1;1;0;0;0;0;0;0;0;0;0;0;23;0;2;1;1;1;1;1;1;0.5;0.5;0;2
15;38;2;217;1;1;0;0;0;0;0;0;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;1
15;39;13;220;1;1;0;0;0;0;0;0;0;0;0;0;6;13;2;1;1;1;1;1;1;0.5;0.5;0;0
15;40;19;221;1;1;0;9;0;0;0;0;1;9;8;11;29;0;2;1;1;1;1;1;1;0.5;0.5;0;0
15;41;7;221;1;1;0;1;0;1;0;1;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;0
15;42;20;222;1;1;0;9;1;3;0.119444444444444;0.358333333333333;0.522222222222222;4;2;2;22;0;2;1;1;1;1;1;1;0.5;0.5;0;0
15;43;14;224;2;2;0;26;2;1;0.0769230769230769;0.0384615384615384;0.884615384615384;22;28;40;44;0;2;1;0;1;0;0;0;0.5;0;0;1
15;45;21;234;2;2;0;21;1;0;0.0476190476190476;0;0.952380952380952;20;13;25;6;21;2;1;0;1;0;0;0;0.5;0;0;1
15;49;3;240;2;2;0;33;0;0;0;0;1;33;70;70;10;51;2;1;0;1;0;0;0;0.5;0;0;2
15;57;18;253;1;1;0;3;0;0;0;0;1;3;1;6;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
15;58;7;254;1;1;0;15;2;0;0.133333333333333;0;0.866666666666666;13;16;17;26;0;2;1;1;1;1;1;1;0.5;0.5;0;0
15;63;9;263;2;2;0;10;1;4;0.1;0.4;0.5;5;0;5;7;74;2;0;0;0;0;0;0;0;0;0;0
15;82;29;294;1;1;0;1;0;0;0;0;1;1;1;1;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
15;85;10;300;3;3;0;4;0;1;0;0.25;0.75;3;0;2;33;0;2;21;6;21;20;6;20;10.5;10;0;1
15;91;27;318;3;3;0;4;0;0;0;0;1;1;6;6;14;0;2;33;8;33;33;8;33;16.5;16.5;0;1
15;94;16;321;2;2;0;7;1;0;0.142857142857142;0;0.857142857142857;6;6;8;19;0;2;1;0;1;0;0;0;0.5;0;0;0
15;104;68;340;2;2;0;6;1;0;0.166666666666666;0;0.833333333333333;4;6;6;7;21;2;1;0;1;0;0;0;0.5;0;0;0
15;132;19;403;1;1;0;4;0;0;0;0;1;4;4;6;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
15;134;35;407;4;4;0;10;0;1;0;0.101777777777778;0.898222222222222;7;2;3;31;0;2;4;4;4;1;1;1;2;0.5;0;0
15;144;68;419;4;4;0;1;0;1;0;1;0;0;0;0;7;41;2;4;1;4;3;1;3;2;1.5;0;0
15;184;13;532;1;1;0;8;1;1;0.133571428571428;0.133571428571428;0.732857142857143;7;11;11;7;59;2;1;1;1;1;1;1;0.5;0.5;0;0
15;189;28;546;3;3;0;2;0;1;0;0.24;0.76;0;0;0;15;10;2;26;21;26;22;18;22;13;11;0;2
15;195;14;577;4;4;0;20;1;0;0.05;0;0.95;16;24;24;39;0;2;2;0;2;0;0;0;1;0;0;0
15;196;68;579;2;2;0;18;1;2;0.0574566365007541;0.114913273001508;0.827630090497737;16;14;16;7;34;2;1;1;1;0;0;0;0.5;0;0;0
15;214;18;615;2;2;0;8;2;0;0.25;0;0.75;7;15;16;53;0;2;0;0;0;0;0;0;0;0;0;0
15;222;35;634;4;4;0;4;0;1;0;0.25;0.75;2;1;2;23;0;2;2;1;2;0;0;0;1;0;0;1
15;260;35;731;1;5;0;1;0;0;0;0;1;1;1;1;21;0;4;5;1;4;3;1;2;1.25;0.75;1;1
15;270;19;772;1;1;0;7;0;4;0;0.549450549450549;0.45054945054945;3;4;5;39;0;2;1;1;1;1;1;1;0.5;0.5;0;1
15;275;35;795;1;6;0;7;2;0;0.319413919413919;0;0.68058608058608;4;5;5;38;0;6;3;1;1;2;0;1;0.5;0.333333333333333;1;0
15;284;13;812;3;3;0;0;0;0;0;0;0;0;0;0;33;0;2;33;29;33;33;29;33;16.5;16.5;0;1
15;296;29;836;2;2;0;0;0;0;0;0;0;0;0;0;7;0;2;7;2;7;3;2;3;3.5;1.5;0;0
15;310;19;898;1;1;0;4;1;0;0.0865384615384615;0;0.836538461538462;2;3;3;65;0;2;1;1;1;1;1;1;0.5;0.5;0;0
15;314;68;912;4;4;0;1;0;0;0;0;0.181818181818182;1;1;1;7;59;2;0;0;0;0;0;0;0;0;0;0
15;327;11;937;2;2;0;5;0;0;0;0;0.6;5;7;7;60;0;2;0;0;0;0;0;0;0;0;0;0
16;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;15;0;0;0;-1;0;0;-1;0;0;0;0;19
16;34;2;186;1;1;0;1;1;0;1;0;0;0;0;0;19;0;2;1;1;1;1;1;1;0.5;0.5;0;7
16;36;2;198;1;1;0;5;0;1;0;0.2;0.8;4;0;3;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
16;37;2;209;1;1;0;0;0;0;0;0;0;0;0;0;23;0;2;1;1;1;1;1;1;0.5;0.5;0;2
16;38;2;217;1;1;0;0;0;0;0;0;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;2
16;39;13;220;1;1;0;0;0;0;0;0;0;0;0;0;6;13;2;1;1;1;1;1;1;0.5;0.5;0;0
16;40;19;221;1;1;0;10;1;0;0.0909090909090909;0;0.909090909090909;10;7;11;29;0;2;1;1;1;1;1;1;0.5;0.5;0;0
16;41;7;221;1;1;0;1;0;1;0;1;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;0
16;42;20;222;1;1;0;9;1;3;0.111111111111111;0.333333333333333;0.555555555555555;4;2;2;22;0;2;1;1;1;1;1;1;0.5;0.5;0;0
16;43;14;224;2;2;0;27;2;1;0.0762755762755762;0.0381377881377881;0.885586635586634;23;28;40;44;0;2;1;0;1;0;0;0;0.5;0;0;1
16;45;21;234;2;2;0;21;1;0;0.0476190476190476;0;0.952380952380952;20;13;25;6;21;2;1;0;1;0;0;0;0.5;0;0;1
16;49;3;240;2;2;0;35;0;0;0;0;1;35;70;70;10;51;2;1;0;1;0;0;0;0.5;0;0;2
16;57;18;253;1;1;0;4;0;0;0;0;1;4;1;6;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
16;58;7;254;1;1;0;16;2;0;0.129545454545454;0;0.870454545454545;14;16;17;26;0;2;1;1;1;1;1;1;0.5;0.5;0;1
16;63;9;263;2;2;0;10;1;4;0.1;0.4;0.5;5;0;5;7;74;2;0;0;0;0;0;0;0;0;0;0
16;82;29;294;1;1;0;1;0;0;0;0;1;1;1;1;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
16;85;10;300;3;3;0;4;0;1;0;0.25;0.75;3;0;2;33;0;2;21;6;21;20;6;20;10.5;10;0;1
16;91;27;318;3;3;0;4;0;0;0;0;1;1;6;6;14;0;2;35;8;35;35;8;35;17.5;17.5;0;1
16;94;16;321;2;2;0;7;1;0;0.142857142857142;0;0.857142857142857;6;6;8;19;0;2;1;0;1;0;0;0;0.5;0;0;0
16;104;68;340;2;2;0;6;1;0;0.166666666666666;0;0.833333333333333;4;6;6;7;21;2;1;0;1;0;0;0;0.5;0;0;0
16;132;19;403;1;1;0;5;0;0;0;0;1;5;4;6;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
16;134;35;407;4;4;0;10;0;1;0;0.1;0.9;7;1;3;31;0;2;4;4;4;1;1;1;2;0.5;0;0
16;144;68;419;4;4;0;1;0;1;0;1;0;0;0;0;7;41;2;4;1;4;3;1;3;2;1.5;0;0
16;184;13;532;1;1;0;10;1;1;0.107575757575758;0.107575757575758;0.784848484848484;9;12;12;7;59;2;1;1;1;1;1;1;0.5;0.5;0;0
16;189;28;546;3;3;0;2;0;1;0;0.5;0.5;0;0;0;15;10;2;27;21;27;23;18;23;13.5;11.5;0;2
16;195;14;577;4;4;0;20;1;0;0.05;0;0.95;16;24;24;39;0;2;2;0;2;0;0;0;1;0;0;0
16;196;68;579;2;2;0;19;1;2;0.0538277511961722;0.107655502392344;0.838516746411482;17;14;16;7;34;2;1;1;1;0;0;0;0.5;0;0;0
16;214;18;615;2;2;0;8;2;0;0.25;0;0.75;7;15;16;53;0;2;0;0;0;0;0;0;0;0;0;0
16;222;35;634;4;4;0;4;0;1;0;0.25;0.75;2;1;2;23;0;2;2;1;2;0;0;0;1;0;0;1
16;260;35;731;1;5;0;1;0;0;0;0;1;1;1;1;21;0;4;5;1;4;3;1;2;1.25;0.75;1;1
16;270;19;772;1;1;0;7;0;4;0;0.571428571428571;0.428571428571428;3;4;5;39;0;2;1;1;1;1;1;1;0.5;0.5;0;1
16;275;35;795;1;6;0;7;2;0;0.285714285714285;0;0.714285714285714;4;4;5;38;0;6;3;1;1;2;0;1;0.5;0.333333333333333;1;0
16;284;13;812;3;3;0;0;0;0;0;0;0;0;0;0;33;0;2;35;29;35;35;29;35;17.5;17.5;0;1
16;296;29;836;2;2;0;0;0;0;0;0;0;0;0;0;7;0;2;7;2;7;3;2;3;3.5;1.5;0;0
16;310;19;898;1;1;0;4;1;0;0.25;0;0.75;2;3;3;65;0;2;1;1;1;1;1;1;0.5;0.5;0;0
16;314;68;912;4;4;0;1;0;0;0;0;1;1;1;1;7;59;2;0;0;0;0;0;0;0;0;0;0
16;327;11;937;2;2;0;8;0;0;0;0;1;7;11;11;60;0;2;0;0;0;0;0;0;0;0;0;0
16;343;31;985;1;1;0;5;3;1;0.2625;0.11875;0.30625;1;2;2;43;0;2;1;1;1;1;1;1;0.5;0.5;0;0
16;345;35;989;1;2;0;0;0;0;0;0;0;0;0;0;53;0;4;1;0;1;1;0;1;0.25;0.25;0;0
16;353;13;1003;2;2;0;1;0;0;0;0;0.5;1;1;1;28;0;2;16;16;16;14;14;14;8;7;0;0
17;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;15;0;0;0;-1;0;0;-1;0;0;0;0;20
17;34;2;186;1;1;0;1;1;0;1;0;0;0;0;0;19;0;2;1;1;1;1;1;1;0.5;0.5;0;7
17;36;2;198;1;1;0;5;0;1;0;0.2;0.8;4;0;3;24;0;2;1;1;1;1;1;1;0.5;0.5;0;0
17;37;2;209;1;1;0;0;0;0;0;0;0;0;0;0;23;0;2;1;1;1;1;1;1;0.5;0.5;0;2
17;38;2;217;1;1;0;0;0;0;0;0;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;2
17;39;13;220;1;1;0;0;0;0;0;0;0;0;0;0;6;13;2;1;1;1;1;1;1;0.5;0.5;0;0
17;40;19;221;1;1;0;11;1;0;0.0968181818181819;0;0.903181818181818;11;7;11;29;0;2;1;1;1;1;1;1;0.5;0.5;0;0
17;41;7;221;1;1;0;1;0;1;0;1;0;0;0;0;26;0;2;1;1;1;1;1;1;0.5;0.5;0;0
17;42;20;222;1;1;0;9;1;3;0.111111111111111;0.333333333333333;0.555555555555555;4;2;2;22;0;2;1;1;1;1;1;1;0.5;0.5;0;0
17;43;14;224;2;2;0;28;2;1;0.0730158730158729;0.0365079365079365;0.89047619047619;24;26;40;44;0;2;1;0;1;0;0;0;0.5;0;0;1
17;45;21;234;2;2;0;22;1;0;0.0474025974025974;0;0.952597402597402;21;13;25;6;21;2;1;0;1;0;0;0;0.5;0;0;1
17;49;3;240;2;2;0;38;0;0;0;0;1;38;70;70;10;51;2;1;0;1;0;0;0;0.5;0;0;2
17;57;18;253;1;1;0;4;0;0;0;0;1;4;0;6;7;23;2;1;1;1;1;1;1;0.5;0.5;0;0
17;58;7;254;1;1;0;19;2;0;0.114761781905744;0;0.885238218094255;16;16;17;26;0;2;1;1;1;1;1;1;0.5;0.5;0;1
