min;id;players;totalRemainingTokens;totalUsedTokens;totalIdeas;totalItems;totalComments;totalIdeasWithBets;playerId;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercréativité;playerpertinence;playerpersuasion;playeradaptation;rankcréativité;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;abstract;ideaGraph
0;1;3;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;0;0;0;0;0;0;0;0;Information (id=8): null by playerName0 (id=2) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[1]]
3;1;14;140;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;2;0;0;0;0;0;0;0;idea 1 (id=21) items: { }, parents: { 1 } by playerName3 (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
3;20;14;140;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;20;13;232;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;9;76;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 1 (id=21) items: { }, parents: { 1 } by playerName3 (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[20]:[20:1:1:3]:[20:13:1:3]]
3;21;14;140;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;21;9;232;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;6;68;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 1 (id=21) items: { }, parents: { 1 } by playerName3 (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[21]:[21:9:1:3]:[21:20:1:3]]
4;1;14;131;9;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;5;0;0;0;0;0;0;0;idea 4 (id=28) items: { 4 }, parents: { 1 } by Danny (id=17) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
4;20;14;131;9;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;20;13;232;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;9;76;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 4 (id=28) items: { 4 }, parents: { 1 } by Danny (id=17) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
4;21;14;131;9;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;21;9;232;1;1;0;2;1;0;0.5;0.0;0.5;2;4;4;6;68;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 4 (id=28) items: { 4 }, parents: { 1 } by Danny (id=17) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
4;22;14;131;9;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;22;7;245;1;1;1;2;0;0;0.0;0.0;1.0;2;5;5;18;74;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 4 (id=28) items: { 4 }, parents: { 1 } by Danny (id=17) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[22]:[22:1:1:4]:[22:7:1:4]]
4;24;14;131;9;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;24;14;276;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;6;25;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 4 (id=28) items: { 4 }, parents: { 1 } by Danny (id=17) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[24]:[24:22:1:4]:[24:14:1:4]]
4;28;14;131;9;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;28;17;299;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;6;50;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 4 (id=28) items: { 4 }, parents: { 1 } by Danny (id=17) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[28]:[28:21:1:4]:[28:17:1:4]]
5;1;14;123;17;8;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;7;0;0;0;0;0;0;0;idea 6 (id=34) items: { }, parents: { 21 } by playerName3 (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
5;20;14;123;17;8;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;20;13;232;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;9;76;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 6 (id=34) items: { }, parents: { 21 } by playerName3 (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
5;21;14;123;17;8;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;21;9;232;1;1;0;2;1;0;0.5;0.0;0.5;2;4;4;6;68;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;1;0;0;0;0;0;0;0;idea 6 (id=34) items: { }, parents: { 21 } by playerName3 (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
5;22;14;123;17;8;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;22;7;245;1;1;1;2;0;0;0.0;0.0;1.0;2;5;5;18;74;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 6 (id=34) items: { }, parents: { 21 } by playerName3 (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
5;24;14;123;17;8;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;24;14;276;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;6;25;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 6 (id=34) items: { }, parents: { 21 } by playerName3 (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
5;28;14;123;17;8;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;28;17;299;1;1;1;2;0;0;0.0;0.0;1.0;2;6;6;6;50;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 6 (id=34) items: { }, parents: { 21 } by playerName3 (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
5;31;14;123;17;8;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;31;12;343;1;1;0;1;0;0;0.0;0.0;1.0;1;2;2;4;55;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 6 (id=34) items: { }, parents: { 21 } by playerName3 (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[31]:[31:28:1:5]:[31:12:1:5]]
5;32;14;123;17;8;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;32;13;345;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;15;56;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 6 (id=34) items: { }, parents: { 21 } by playerName3 (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[32]:[32:13:1:5]:[32:1:1:5]]
5;34;14;123;17;8;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;34;9;358;2;2;0;0;0;0;0.0;0.0;0.0;0;0;0;6;48;2;0;0;0;2;2;2;2;2;2;1057429189;1057429189;0.0;1.0;1.0;5.287145945E8;true;1;0;0;0;0;0;0;0;0;idea 6 (id=34) items: { }, parents: { 21 } by playerName3 (id=9) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[34]:[34:24:1:5]:[34:9:1:5]]
6;1;14;116;24;11;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;10;0;0;0;0;0;0;0;idea 11 (id=43) items: { }, parents: { 1 } by StephT (id=16) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
6;20;14;116;24;11;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;20;13;232;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;9;76;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 11 (id=43) items: { }, parents: { 1 } by StephT (id=16) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
6;21;14;116;24;11;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;21;9;232;1;1;0;2;1;0;0.5;0.0;0.5;2;4;4;6;68;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;1;0;0;0;0;0;0;0;idea 11 (id=43) items: { }, parents: { 1 } by StephT (id=16) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
6;22;14;116;24;11;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;22;7;245;1;1;1;3;0;0;0.0;0.0;1.0;2;5;5;18;74;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 11 (id=43) items: { }, parents: { 1 } by StephT (id=16) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
6;24;14;116;24;11;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;24;14;276;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;6;25;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 11 (id=43) items: { }, parents: { 1 } by StephT (id=16) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
6;28;14;116;24;11;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;28;17;299;1;1;1;3;0;0;0.0;0.0;1.0;3;8;8;6;50;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 11 (id=43) items: { }, parents: { 1 } by StephT (id=16) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
6;31;14;116;24;11;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;31;12;343;1;1;0;2;1;0;0.5;0.0;0.5;2;4;4;4;55;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 11 (id=43) items: { }, parents: { 1 } by StephT (id=16) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
6;32;14;116;24;11;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;32;13;345;1;1;1;1;1;0;1.0;0.0;0.0;1;1;1;15;56;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 11 (id=43) items: { }, parents: { 1 } by StephT (id=16) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
6;34;14;116;24;11;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;34;9;358;2;2;0;1;0;0;0.0;0.0;1.0;1;1;1;6;48;2;0;0;0;2;2;2;2;2;2;1057429189;1057429189;0.0;1.0;1.0;5.287145945E8;true;1;0;0;0;0;0;0;0;0;idea 11 (id=43) items: { }, parents: { 1 } by StephT (id=16) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[]
6;36;14;116;24;11;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;36;17;373;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;6;19;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 11 (id=43) items: { }, parents: { 1 } by StephT (id=16) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[36]:[36:17:1:6]:[36:21:1:6]]
6;38;14;116;24;11;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;38;15;378;1;1;0;1;0;0;0.0;0.0;1.0;1;1;1;29;24;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 11 (id=43) items: { }, parents: { 1 } by StephT (id=16) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[38]:[38:15:1:6]:[38:34:1:6]]
6;43;14;116;24;11;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;43;16;414;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;7;42;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;idea 11 (id=43) items: { }, parents: { 1 } by StephT (id=16) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[43]:[43:16:1:6]:[43:31:1:6]]
7;1;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;10;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[]
7;20;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;20;13;232;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;9;76;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[]
7;21;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;21;9;232;1;1;0;2;1;0;0.5;0.0;0.5;2;4;4;6;68;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;1;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[]
7;22;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;22;7;245;1;1;1;3;0;0;0.0;0.0;1.0;2;5;5;18;74;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;1;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[]
7;24;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;24;14;276;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;6;25;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[]
7;28;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;28;17;299;1;1;1;4;0;0;0.0;0.0;1.0;4;9;9;6;50;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[]
7;31;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;31;12;343;1;1;0;2;1;0;0.5;0.0;0.5;2;4;4;4;55;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[]
7;32;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;32;13;345;1;1;1;2;1;0;0.5;0.0;0.5;2;2;2;15;56;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[]
7;34;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;34;9;358;2;2;0;1;0;0;0.0;0.0;1.0;1;1;1;6;48;2;0;0;0;2;2;2;2;2;2;1057429189;1057429189;0.0;1.0;1.0;5.287145945E8;true;1;1;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[]
7;36;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;36;17;373;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;6;19;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[]
7;38;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;38;15;378;1;1;0;1;0;0;0.0;0.0;1.0;1;1;1;29;24;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[]
7;43;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;43;16;414;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;7;42;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[]
7;45;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;45;10;438;2;2;0;2;1;0;0.5;0.0;0.5;1;1;1;7;48;2;1;1;1;3;3;3;2;2;2;1057441971;1057441971;0.5;1.5;1.0;5.287209855E8;false;0;0;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[[45]:[45:10:1:7]:[45:1:1:7]]
7;46;14;109;31;13;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;46;7;438;3;3;0;1;0;0;0.0;0.0;1.0;1;4;4;7;71;2;0;0;0;1;1;1;1;1;1;1057555142;1057555142;0.0;0.5;0.5;5.28777571E8;false;0;0;0;0;0;0;0;0;0;on Emploi du temps (by playerName3) (id=50): "" +1 by playerName3 (id=11) scores{ créativité 0.0 pertinence 0.0 persuasion 0.0 adaptation 1.0 };[[46]:[46:7:1:7]:[46:28:1:7]]
8;1;14;103;37;15;4;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;11;0;0;0;0;0;0;0;on Cantine (by Julia) (id=57): "" +1 by Julia (id=7) scores{ créativité 9.0 pertinence 5.0 persuasion 2.0 adaptation 0.0 };[]
8;20;14;103;37;15;4;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;20;13;232;1;1;1;0;0;0;0.0;0.0;0.0;0;0;0;9;76;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;0;0;0;0;0;0;0;0;on Cantine (by Julia) (id=57): "" +1 by Julia (id=7) scores{ créativité 9.0 pertinence 5.0 persuasion 2.0 adaptation 0.0 };[]
8;21;14;103;37;15;4;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;21;9;232;1;1;0;2;1;0;0.5;0.0;0.5;2;4;4;6;68;2;0;0;0;0;0;0;0;0;0;1057196861;1057196861;0.0;0.0;0.0;5.285984305E8;false;0;2;0;0;0;0;0;0;0;on Cantine (by Julia) (id=57): "" +1 by Julia (id=7) scores{ créativité 9.0 pertinence 5.0 persuasion 2.0 adaptation 0.0 };[]
